piano_tariff,metodo_pagamento,sesso,etacl,zona_attivaz,canale_attivaz,vas1,vas2,q01_out_ch_peak,q01_out_dur_peak,q01_out_val_peak,q01_out_dur_offpeak,q01_out_val_offpeak,q01_in_ch_tot,q01_in_dur_tot,q01_ch_sms,q09_out_ch_peak,q09_out_dur_peak,q09_out_val_peak,q09_out_dur_offpeak,q09_out_val_offpeak,q09_in_ch_tot,q09_in_dur_tot,q09_ch_sms,test
8,2,2,34.88,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0
8,3,2,23.93,1,5,1,1,0,0,0,0,0,0,0,0,47,4184,26.2918,0,0,59,5942,2,0
8,3,1,19.18,3,5,1,1,0,0,0,0,0,0,0,0,144,9492,63.0088,0,0,64,3504,7,0
8,2,2,22.55,2,5,1,1,0,0,0,0,0,0,0,0,45,4176,26.0418,0,0,33,1548,0,0
8,2,1,28.13,3,5,1,1,20,1484,9.6691,0,0,28,2692,0,52,3948,25.5992,0,0,59,4946,0,0
7,3,1,33.63,1,5,1,1,393,85318,404.1415,18875,55.5036,738,61631,0,567,98103,391.7475,0,0,442,64352,0,0
8,3,1,32.62,2,5,1,1,0,0,0,0,0,0,0,0,43,3177,20.7187,0,0,46,1591,0,0
8,1,3,48.06,2,7,2,1,77,5217,24.5379,9068,32.2682,68,7454,0,220,20433,58.7604,0,0,12,772,0,0
8,2,3,23.5,4,5,1,1,0,0,0,0,0,0,0,0,11,1421,8.4167,0,0,2,40,0,0
8,1,1,41.57,4,5,1,1,40,1553,11.6885,113,1.0112,68,3174,0,32,1438,10.6726,0,0,85,6087,0,0
8,2,2,20.98,1,9,1,1,0,0,0,0,0,0,0,0,37,1906,13.4847,0,0,39,3156,3,0
7,1,1,39.57,3,5,1,1,294,39460,651.9958,14694,483.4279,34,2394,1,285,35390,498.3845,0,0,82,11171,0,0
8,2,3,27.44,2,5,1,1,99,8191,52.0883,0,0,147,22065,2,149,12644,80.1701,0,0,177,30083,1,0
8,2,3,16.26,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,1,30.62,3,5,1,1,125,17012,71.1223,0,0,196,20990,36,124,16385,60.3686,0,0,177,23616,20,0
7,1,3,43.04,1,5,1,1,234,55301,452.2159,15536,127.3252,88,11032,0,381,82004,373.1737,0,0,71,9972,0,0
7,2,1,47.6,1,5,1,1,94,14825,69.872,797,2.3354,102,10538,0,77,11466,46.8148,0,0,61,7658,0,0
7,2,1,31.93,1,5,1,1,0,0,0,0,0,0,0,0,169,19901,79.632,0,0,65,7887,0,0
8,3,1,23.01,3,5,1,1,0,0,0,0,0,0,0,0,45,1871,14.2346,0,0,61,2984,2,0
8,1,3,33.14,1,5,2,1,25,2024,9.4605,0,0,95,12208,0,89,4869,22.8346,0,0,72,21197,0,0
7,2,3,25.14,1,9,1,1,0,0,0,0,0,0,0,0,199,13494,66.4122,0,0,241,17143,0,0
8,2,3,21.4,4,9,1,1,0,0,0,0,0,0,0,0,7,1174,6.6349,0,0,2,11,0,0
6,2,3,30.85,3,5,1,1,0,0,0,0,0,0,0,0,147,12418,100.6285,0,0,29,4143,0,0
7,3,1,15.5,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,1,38.42,1,5,1,1,198,24446,124.6236,5860,19.7457,125,20300,0,287,37972,158.6871,0,0,139,28456,0,0
8,2,3,18.68,4,9,1,1,0,0,0,0,0,0,0,0,3,39,0.5097,0,0,5,65,2,0
8,2,3,29.01,4,5,2,1,2,102,0.7287,0,0,41,441,0,74,4094,24.1418,0,0,106,6947,0,0
6,3,3,50.49,2,5,1,1,348,65793,305.5648,0,0,298,63704,0,114,12534,68.917,0,0,66,4636,0,0
6,2,1,33.47,1,5,1,2,76,7276,32.575,0,0,180,28180,1,124,21303,85.202,0,0,140,24716,0,0
3,1,1,33.47,1,5,1,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0
3,2,1,31.77,1,5,1,1,0,0,0,514,1.8221,22,3059,2,15,3059,16.4311,1580,5.1511,27,7850,5,0
7,2,2,23.5,3,5,1,1,0,0,0,0,0,0,0,0,64,10113,36.9184,0,0,20,2999,3,0
8,2,1,26.13,2,5,1,1,47,6080,36.0048,0,0,27,854,0,70,7870,47.5502,0,0,95,9232,0,0
8,2,3,20.72,2,9,1,1,0,0,0,0,0,0,0,0,102,14350,84.0539,0,0,52,7179,1,0
7,2,1,32.13,2,5,1,1,30,2018,12.9166,0,0,101,6227,0,36,3784,16.5783,0,0,80,3424,0,0
7,3,1,36.62,3,5,2,1,0,0,0,0,0,0,0,0,567,73265,296.4204,0,0,292,42020,2,0
6,3,1,30.75,3,5,1,1,145,10536,50.7796,0,0,57,3122,0,35,1645,9.2058,0,0,13,508,0,0
3,1,1,45.21,1,7,1,1,10,652,4.205,2397,9.8271,71,3169,6,27,2262,13.793,1257,5.3634,29,3212,3,0
6,1,2,34.45,2,5,2,1,360,27975,141.7153,0,0,220,14463,3,180,11254,48.1828,0,0,81,11119,3,0
8,2,3,20.78,3,5,1,1,0,0,0,0,0,0,0,0,49,7895,45.5086,0,0,16,3297,0,0
8,2,3,27.6,3,5,1,1,94.4033179,5041,33.5733,0,0,44,4252,3,153,10416,69.1706,0,0,57,3708,2,0
7,2,1,16.16,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,3,45.9,3,5,1,1,0,0,0,0,0,0,0,0,28,857,7.2826,0,0,39,1565,0,0
8,3,1,26.95,1,7,1,1,48,6221,36.8296,0,0,43,2255,0,48,6127,36.3493,0,0,29,3330,0,0
3,1,1,31.08,1,5,1,1,61.368161,4700,24.7249,134,0.4436,0,0,0,5,2691,13.6081,2165,6.637,5,575,11,0
8,2,3,29.44,4,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2,34.03,3,5,1,1,77,8175,49.8345,0,0,240,14882,0,36,5463,31.603,0,0,111,20757,2,0
8,2,3,16.98,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,45.34,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,3,52.16,2,5,1,1,113,11501,70.594,0,0,98,6554,0,157,14908,92.5961,0,0,105,9769,0,0
8,2,3,21.63,2,9,1,1,0,0,0,0,0,0,0,0,8,670,4.2587,0,0,1,132,0,0
3,1,1,47.73,1,5,1,1,24,1534,12.2116,637,2.4444,72,7165,0,21,1075,7.4008,0,0,68,8370,0,0
8,1,1,27.6,2,5,1,1,372.668134,27111,127.7683,0,0,269,24840,21,164,9335,48.5614,0,0,161,14141,13,0
8,2,1,22.78,3,5,1,2,0,0,0,0,0,0,0,0,93,10670,46.6304,0,0,157,17486,1,0
7,1,3,32.45,3,5,1,1,702.906892,50602,245.8154,0,0,471,59848,0,554,50329,228.1541,0,0,400,49029,0,0
3,3,1,35.9,3,5,1,1,7,292,2.1443,463,1.8995,40,4972,0,44,6333,35.3561,2253,7.7902,96,10434,0,0
8,2,1,34.95,1,7,2,1,0,0,0,0,0,0,0,0,109,13990,40.8801,0,0,129,17104,0,0
7,1,3,28.45,1,5,1,1,77,4427,41.3651,0,0,147,13788,0,0,0,0,0,0,13,239,0,0
7,1,2,44.42,2,5,2,1,178,21792,109.7089,9655,26.752,156,9360,6,181,23398,92.4794,0,0,156,8736,2,0
7,2,1,20.16,1,5,1,2,0,0,0,0,0,0,0,0,234,21744,97.7782,0,0,128,7994,2,0
8,1,3,37.4,2,5,2,1,94,2603,42.7353,2072,7.1849,51,2585,0,216,27700,81.5176,0,0,77,5362,13,0
7,2,1,27.44,3,2,1,2,276,24741,112.4812,0,0,165,17819,37,660,71026,309.2317,0,0,315,36241,72,0
8,2,2,17.63,3,5,1,1,0,0,0,0,0,0,0,0,89,12135,71.2592,0,0,21,3028,0,0
7,3,1,38.59,1,7,2,1,237,36744,180.6401,11270,37.7256,268,30085,0,1349,164251,663.2851,0,0,848,82531,0,0
6,2,1,31.54,3,5,1,1,46,3549,16.8122,0,0,45,4648,0,134,18185,75.6413,0,0,67,11594,0,0
8,3,1,20,2,5,2,1,0,0,0,0,0,0,0,0,8,602,3.9106,0,0,11,430,0,0
8,2,3,20.26,2,9,1,1,0,0,0,0,0,0,0,0,30,1456,10.5579,0,0,4,81,0,0
8,2,3,52.09,2,5,1,2,21,1023,7.1467,775,12.3536,54,4156,0,65,4523,31.0282,0,0,88,6977,0,0
8,1,1,46.81,3,3,1,1,84,13302,73.3916,9976,28.7584,637,39055,0,176,26521,154.0575,0,0,381,32158,0,0
8,2,3,22.59,4,9,1,1,0,0,0,0,0,0,0,0,58,3775,25.3312,0,0,28,1945,1,0
7,2,1,30.62,2,7,1,1,290,32244,140.7345,0,0,272,13526,0,649,78022,331.8695,0,0,292,21672,0,0
7,2,3,26.95,1,7,1,1,360,29231,186.9497,0,0,257,19028,1,319,22328,108.6228,0,0,323,25845,2,0
7,3,1,42.06,3,5,1,2,317,28638,130.064,0,0,217,11819,0,519,42603,197.8727,0,0,193,13924,0,0
8,2,3,17.5,3,9,1,2,0,0,0,0,0,0,0,0,40,6086,35.2084,0,0,37,4413,0,0
7,2,3,19.24,2,9,1,1,0,0,0,0,0,0,0,0,191,13842,66.7701,0,0,153,12319,0,0
6,3,3,33.96,1,5,1,1,39,9945.4778,15.6233,0,0,61,1952,0,34,3025,13.793,0,0,32,2731,0,0
7,2,1,24.09,4,9,1,1,0,0,0,0,0,0,0,0,173,11491,56.8159,0,0,94,10934,1,0
8,3,1,26.75,1,5,2,1,0,0,0,0,0,0,0,0,15,2106,12.3387,0,0,7,1060,0,0
6,3,2,32.45,1,5,1,1,391.436833,23508.4342,123.9001,0,0,240,18772,10,300,14302,79.3805,0,0,163,11468,0,0
8,3,3,22.16,2,5,1,1,0,0,0,0,0,0,0,0,45,3603,23.1073,0,0,47,2610,0,0
7,2,1,29.6,2,5,1,1,64,5714,34.3046,1679,6.8482,62,5102,0,244,50671,197.0908,0,0,246,131762,0,0
7,1,2,37.14,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0
7,2,3,36.62,3,5,1,1,0,0,0,0,0,0,0,0,179,11835,58.7103,0,0,90,5625,7,0
3,3,1,39.96,1,5,1,1,192,15289,94.2152,89,0.5361,164,9001,0,21,3681,20.0762,982,2.8054,9,1470,0,0
7,1,1,26.75,2,5,1,1,110,26583,102.4418,0,0,6,414,0,442,86186,338.4363,0,0,277,32432,61,0
8,2,3,22.49,1,9,1,1,0,0,0,0,0,0,0,0,3,118,0.9141,0,0,5,618,0,0
8,3,2,45.11,3,5,2,1,0,0,0,0,0,0,0,0,169,31787,134.5437,0,0,12,2422,49,0
8,3,3,41.57,2,5,2,1,-14.332599,145,1.8592,209,1.3428,8,358,1,8,262,2.1686,0,0,5,91,0,0
8,2,3,22.91,1,9,2,1,0,0,0,0,0,0,0,0,49,5493,33.204,0,0,34,4840,4,0
8,3,3,21.18,2,5,1,1,0,0,0,0,0,0,0,0,21,1751,11.0372,0,0,27,4106,0,0
8,1,3,40.72,4,5,1,1,3,106,1.7652,7050,18.7608,154,5991,0,28,2792,22.659,2965,8.5938,9,375,0,0
8,2,3,19.5,2,9,1,1,0,0,0,0,0,0,0,0,14,610,4.5712,0,0,6,109,0,0
8,2,3,20.16,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1,23.93,3,5,1,1,0,0,0,0,0,0,0,0,320,47441,194.2699,0,0,246,37554,0,0
8,2,3,34.03,1,5,1,1,0,0,0,0,0,0,0,0,32,1652,7.5599,0,0,39,2898,13,0
3,2,1,36.06,3,5,1,1,47,5033,29.342,56,0.2458,19,764,0,59,6239,36.4469,0,0,18,777,0,0
8,3,1,35.93,3,5,1,1,0,0,0,0,0,0,0,0,88,6802,43.9396,0,0,85,6993,0,0
4,2,1,38.42,2,5,1,1,52,5612,30.1342,361,1.5375,32,1761,0,35,3046,16.5958,3594,12.7487,23,1615,0,0
3,3,3,32.65,2,5,1,1,83,4283.74318,40.7211,1589,6.827,19,349,0,0,0,0,0,0,3,88,0,0
8,2,2,22.16,1,9,1,1,0,0,0,0,0,0,0,0,13,387,3.3255,0,0,11,554,0,0
7,1,2,20.29,2,9,1,2,0,0,0,0,0,0,0,0,269,39619,162.3245,0,0,218,36477,2,0
3,3,1,28.68,1,7,1,1,49,7249,40.3281,33,0.187,109,15616,0,82,4948,32.5419,307,1.3996,21,2108,0,0
7,2,2,26.45,1,7,1,1,41,6255,25.4918,0,0,66,2120,0,79,13416,53.6464,0,0,52,4423,1,0
7,3,1,24.59,3,7,2,1,0,0,0,0,0,0,0,0,594,85536,351.827,0,0,396,38440,0,0
3,3,1,40.42,1,7,1,1,4,135,1.0701,0,0,18,863,0,36,1647,11.7318,368,1.2452,54,3006,0,0
7,2,1,35.63,2,5,1,1,77,8307,48.3672,294,1.2643,99,9051,0,148,13835,62.3023,0,0,204,24181,0,0
8,2,3,21.08,2,9,1,1,0,0,0,0,0,0,0,0,82,7115,44.8202,0,0,68,3834,0,0
8,2,2,33.57,4,5,1,1,208,13337,66.7066,0,0,101,6954,0,70,5761,36.6426,0,0,60,3638,3,0
8,2,2,19.5,4,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,1,14.98,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,1,21.18,2,5,1,1,0,0,0,0,0,0,0,0,114,19987,79.6976,0,0,78,8322,25,0
3,3,1,39.93,1,5,1,1,45,4506,26.5686,0,0,143,16119,0,42,3387,20.8173,138,0.6605,108,9789,0,0
8,3,1,23.14,2,5,1,1,0,0,0,0,0,0,0,0,87,6169,40.4902,0,0,121,11465,0,0
8,2,3,18.65,4,3,1,1,0,0,0,0,0,0,0,0,84,6482,41.8883,0,0,134,16900,0,0
8,2,1,28.45,2,5,1,1,109,16108,94.7554,0,0,42,1728,0,97,16232,93.1828,0,0,39,5098,0,0
7,2,1,28.45,3,5,1,1,36,2169,11.0894,0,0,46,1644,0,42,3355,15.7401,0,0,30,2823,0,0
7,2,1,20.16,3,5,1,2,0,0,0,0,0,0,0,0,377,42150,182.0722,0,0,313,31563,3,0
7,2,2,29.47,1,5,2,1,0,0,0,0,0,0,0,0,195,50415,139.6892,0,0,118,23808,13,0
7,3,1,15.63,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,2,23.37,1,5,1,1,0,0,0,0,0,0,0,0,66,4301,28.8508,0,0,81,9901,1,0
7,3,1,27.21,3,5,1,1,0,0,0,0,0,0,0,0,105,7794,37.3316,0,0,85,7771,0,0
7,3,1,17.63,3,5,1,1,0,0,0,0,0,0,0,0,248,19180,90.6924,0,0,118,8083,0,0
7,3,3,22.22,1,5,1,1,0,0,0,0,0,0,0,0,417,24474,125.8347,0,0,168,9032,25,0
7,3,3,38.59,1,7,1,2,190,22090,110.546,25988,86.1244,338,32967,0,787,86770,376.0653,0,0,266,19122,0,0
7,1,1,24.42,2,5,1,1,0,0,0,0,0,0,0,0,443,61436,254.4387,0,0,196,14463,0,0
6,2,1,34.06,2,5,1,1,59,3943,22.3962,0,0,45,1853,3,86,7812,35.4289,0,0,42,1849,0,0
7,3,1,17.47,1,5,1,2,0,0,0,0,0,0,0,0,53,5187,23.1006,0,0,58,4923,1,0
7,2,1,27.6,3,5,1,2,360,46398,194.7549,0,0,194,28052,1,501,60854,250.777,0,0,315,42135,0,0
8,2,1,14.98,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,3,16.98,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1,45.44,2,5,2,1,238,28581.8822,105.1656,0,0,191,13426,40,236,23995,105.9227,0,0,210,19846,9,0
8,2,1,22.72,3,9,1,1,0,0,0,0,0,0,0,0,170,17411,106.6551,0,0,111,14153,1,0
8,3,1,49.73,1,2,1,1,0,0,0,0,0,0,0,0,97,5882,40.1571,0,0,37,2760,0,0
7,3,3,22.78,1,5,1,1,0,0,0,0,0,0,0,0,123,8122,40.3079,0,0,108,5946,4,0
3,3,1,45.11,1,5,1,1,65,3701,24.6159,3459,16.5664,42,3023,0,38,3315,20.1434,1559,5.9222,41,2297,0,0
8,3,1,20.16,2,5,1,1,0,0,0,0,0,0,0,0,21,1499,9.8488,0,0,32,1021,2,0
6,3,1,46.09,1,5,1,1,46,7230,29.3208,0,0,94,9817,0,71,6352,28.919,0,0,145,10745,0,0
7,3,3,18.78,3,5,2,1,0,0,0,0,0,0,0,0,539,46169,201.1879,0,0,216,19527,3,0
7,2,1,34.75,1,5,2,1,58,18235,83.6908,1728,5.4228,19,3861,0,124,30508,116.4848,0,0,49,9401,0,0
7,2,1,46.72,3,5,1,1,173,24498.1498,188.7402,10371,30.4978,159,31243,0,270,57808,224.1371,0,0,168,48406,0,0
8,2,3,33.54,4,5,2,1,0,0,0,0,0,0,0,0,69,3358,22.4545,0,0,65,3702,1,0
8,3,2,47.73,2,5,1,1,0,0,0,27,0.2753,2,191,0,5,1149,6.1066,1162,3.7789,3,145,0,0
7,2,1,15.47,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,3,23.01,2,9,2,1,0,0,0,0,0,0,0,0,45,12534,68.8607,0,0,17,2831,0,0
7,3,1,39.24,2,5,2,1,92,9373,85.234,1798,13.7631,1,222,0,232,47076,197.5411,0,0,254,40541,2,0
7,2,1,47.37,3,5,1,1,215,17427,106.9913,3452,14.1416,161,11616,0,160,10000,53.6893,14,0.1389,138,7788,0,0
7,1,1,31.27,3,5,1,1,30,1430,16.4022,388,2.6747,41,2568,1,14,1260,5.7285,0,0,21,1525,0,0
8,3,3,25.11,3,5,1,1,46.9383914,375,2.3344,0,0,7,417,0,73,5723,36.8626,0,0,62,9434,0,0
8,1,3,27.96,1,5,1,1,0,0,0,0,0,0,0,0,81,10908,64.2519,0,0,35,3868,1,0
8,2,1,19.83,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,39.24,3,5,1,1,22,945,6.8699,1552,5.1832,176,3981,0,85,9436,54.6845,1128,5.4481,129,13122,0,0
8,1,3,20.78,2,5,1,1,0,0,0,0,0,0,0,0,11,719,4.8191,0,0,31,3115,1,0
8,2,1,27.44,1,7,1,1,24.0382037,1802,11.4018,0,0,26,1000,1,19,1001,7.0925,0,0,9,609,0,0
7,2,3,38.22,1,5,2,1,0,0,0,0,0,0,0,0,278,29872,122.5588,0,0,188,14305,5,0
3,1,1,38.09,1,5,1,1,36,7361,54.0813,0,0,48,12736,2,0,0,0,0,0,4,68,0,0
8,2,3,29.6,1,7,2,1,39,4035,26.598,1299,6.8172,67,3459,0,155,15314,94.4672,0,0,81,7177,0,0
8,2,1,21.18,3,5,1,1,0,0,0,0,0,0,0,0,51,3104,21.1706,0,0,57,3228,0,0
8,2,3,29.6,3,5,1,1,-10.211881,484,3.4912,435,2.3452,29,1769,0,48,3118,20.9335,0,0,64,8816,0,0
3,1,1,41.57,3,5,1,1,2,100,0.6931,20,0.1539,116,7658,0,4,262,1.6878,86,0.425,182,15673,0,0
8,3,1,42.59,1,7,1,1,0,0,0,0,0,0,0,0,33,2716,17.3235,0,0,18,2097,0,0
7,2,1,26.42,3,3,2,1,0,0,0,0,0,0,0,0,396,68812,248.281,0,0,324,37544,63,0
8,3,3,38.09,2,5,1,1,11,322,2.5993,54,0.344,17,613,0,41,2933,19.2607,0,0,41,2733,0,0
8,3,3,47.93,2,5,1,1,0,0,0,0,0,0,0,0,108,14233,84.0761,0,0,53,7100,0,0
8,3,2,50.09,1,5,1,1,31,2778,21.2873,779,2.1913,30,1096,0,25,2838,17.1211,0,0,50,10614,0,0
7,2,1,30.75,4,5,1,1,183,25365,126.9849,45325,138.7105,391,37969,0,207,34190,137.5697,0,0,309,30453,0,0
7,2,1,20.78,2,5,1,1,0,0,0,0,0,0,0,0,262,22215,102.5549,0,0,223,17166,0,0
8,3,1,17.31,1,5,2,1,0,0,0,0,0,0,0,0,50,4919,30.3656,0,0,19,2381,0,0
3,3,3,38.09,1,5,1,1,15,1447,8.5887,13,0.1363,1,39,0,12,818,5.2188,0,0,9,791,0,0
7,2,1,31.63,1,5,1,1,542,69891,294.728,0,0,421,64979,0,291,34603,147.653,0,0,122,20010,0,0
8,2,3,29.83,4,9,2,1,0,0,0,0,0,0,0,0,4,193,0.5753,0,0,2,21,0,0
8,2,3,23.67,2,5,1,1,0,0,0,0,0,0,0,0,91,9143,56.2396,0,0,71,7462,11,0
8,2,3,19.18,3,7,1,1,0,0,0,0,0,0,0,0,58,7037,42.0437,0,0,43,4456,0,0
6,3,1,34.75,1,5,1,1,19.5070075,6351,27.7828,0,0,105,5227,0,127,10139,47.5734,0,0,106,6464,3,0
8,2,3,23.18,3,5,1,1,0,0,0,0,0,0,0,0,135,12502,77.9953,0,0,58,3307,0,0
8,2,3,22.91,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1,36.55,2,5,1,1,12,849,5.3696,662,2.9216,12,800,0,18,1399,9.0272,0,0,0,0,0,0
8,2,1,26.95,2,5,2,1,42,9509.22742,24.039,0,0,27,1737,0,114,10263,81.1178,0,0,70,9221,0,0
7,2,1,34.68,2,5,1,1,182.925112,17303,87.4708,470,1.7115,77,7825,0,113,15111,62.8203,0,0,72,8606,0,0
8,2,3,36.91,2,5,1,1,4,149,2.4583,293,1.0086,0,0,0,3,101,1.6966,508,1.4724,5,212,0,0
3,2,3,29.18,1,5,1,1,-9.8633296,2534,15.3238,23,0.1617,17,1333,0,27,2759,16.2116,86,0.3218,20,4301,0,0
6,1,1,33.14,1,5,1,1,91,4358,24.21,0,0,48,2117,0,368,32582,148.423,0,0,45,3031,0,0
8,2,3,18,2,5,1,1,0,0,0,0,0,0,0,0,19,1591,10.1127,0,0,24,1589,0,0
7,3,1,23.54,2,5,1,1,0,0,0,0,0,0,0,0,194,26783,110.9479,0,0,103,5787,1,0
7,1,3,49.57,4,5,1,1,21,2071,9.2058,0,0,211,6924,0,435,36778,169.7129,0,0,220,14862,0,0
7,2,3,34.29,1,5,1,1,431,23558,124.5766,0,0,230,14840,0,392,21218,112.4977,0,0,234,14528,0,0
8,1,3,23.18,2,5,2,1,0,0,0,0,0,0,0,0,115,10579,66.0755,0,0,39,2929,0,0
8,3,1,16.16,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1,35.57,2,5,1,1,0,0,0,0,0,0,0,0,64,5193,24.1547,0,0,17,2117,0,0
7,2,1,18.65,2,5,1,1,0,0,0,0,0,0,0,0,82,9272,39.8762,0,0,149,12885,0,0
8,2,2,18.78,1,3,1,1,0,0,0,0,0,0,0,0,12,674,4.6941,0,0,1,87,0,0
8,1,3,20.16,1,5,2,1,0,0,0,0,0,0,0,0,53,12358,68.6841,0,0,31,6350,0,0
7,3,1,50.13,2,5,1,1,272,47405,232.417,4321,21.8663,171,17010,0,209,43185,168.3433,0,0,114,9803,0,0
8,3,1,23.93,2,5,1,1,0,0,0,0,0,0,0,0,128,11614,72.6231,0,0,64,3609,0,0
7,2,1,30.32,2,5,1,1,66,5637,34.2416,5573,19.8423,101,5853,0,149,33968,130.8268,0,0,58,5972,0,0
7,1,1,17.08,3,5,1,1,0,0,0,0,0,0,0,0,9,461,2.496,0,0,19,3480,0,0
8,2,3,41.34,2,5,2,1,29,3134,27.4755,3073,20.8649,55,6303,0,87,21351,137.0981,0,0,113,15872,0,0
7,3,1,36.39,2,5,2,1,319,20951.6849,82.1662,0,0,188,10209,4,237,14312,73.012,0,0,165,8830,6,0
8,3,1,29.44,2,5,1,1,18,1255,7.9643,8,0.1234,25,1364,0,27,1605,11.0129,0,0,69,5770,0,0
8,2,3,35.34,2,5,2,1,1,5,0.1291,0,0,1,7,0,2,67,0.55,0,0,20,1756,0,0
7,2,1,22.49,3,9,1,1,0,0,0,0,0,0,0,0,128,10567,41.455,0,0,157,19771,12,0
7,2,1,20.78,3,5,1,1,0,0,0,0,0,0,0,0,139,8253,42.3014,0,0,91,7547,0,0
7,2,1,24.59,3,5,1,1,0,0,0,0,0,0,0,0,245,18014,86.52,0,0,266,16917,0,0
6,3,2,31.7,1,6,1,1,25,2480,11.0103,0,0,18,229,0,34,1967,10.1959,0,0,14,1685,1,0
7,3,1,21.01,1,5,1,1,0,0,0,0,0,0,0,0,139,17077,51.8104,0,0,107,15612,7,0
7,2,3,39.31,3,5,1,1,439,29985,146.7306,0,0,165,21097,0,409,29841,143.4531,0,0,304,24394,0,0
8,2,3,16.55,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1,24.42,2,5,1,2,0,0,0,0,0,0,0,0,401,57371,236.1809,0,0,252,15257,32,0
7,1,1,44.72,1,5,1,1,88,13787,78.0557,12675,34.6031,196,24050,0,178,21279,90.6991,0,0,107,15148,0,0
7,2,3,26.85,4,9,1,1,0,0,0,0,0,0,0,0,218,18824,86.3893,0,0,100,6944,0,0
7,3,3,25.6,2,5,2,1,20,1361,9.038,0,0,33,1985,0,53,23257,83.9821,0,0,15,1324,0,0
7,2,3,17.77,2,5,2,1,0,0,0,0,0,0,0,0,149,34440,87.1635,0,0,145,19704,0,0
8,1,3,43.6,3,5,2,1,0,0,0,0,0,60,691,0,153,12987,71.7808,0,0,138,14091,0,0
8,2,2,17.47,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0
8,2,1,27.11,1,5,1,1,181,11886,79.4879,0,0,68,2423,0,181,13758,89.1833,0,0,60,2135,0,0
8,2,1,16.16,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,3,23.18,3,5,1,1,0,0,0,0,0,0,0,0,16,732,5.4037,0,0,10,214,0,0
8,1,2,45.44,2,5,1,1,57.1424052,3045,17.1903,8936,26.8382,16,2798,0,124,14609,87.4496,0,0,92,11605,28,0
3,3,1,42.81,3,6,2,1,26,2033,12.5757,595,2.2347,37,2855,0,59,5843,34.3599,3792,11.4752,44,2613,0,0
8,3,3,20.16,1,5,2,1,0,0,0,0,0,0,0,0,236,29710,148.9488,0,0,155,11804,3,0
7,2,3,52.59,1,5,1,1,188,27488,114.6457,0,0,185,31517,1,455,69873,284.3477,0,0,216,35259,0,0
8,3,3,42.95,4,5,1,1,32,2976,27.4321,2751,15.0583,8,490,0,202,13457,89.8093,0,0,16,1367,0,0
8,2,1,22.75,2,9,1,1,0,0,0,0,0,0,0,0,130,10365,66.5315,0,0,226,12187,0,0
7,1,3,35.44,3,5,1,1,252,26220,179.4683,0,0,0,0,15,124,17234,71.3754,0,0,36,1350,0,0
8,2,1,23.7,4,5,1,1,0,0,0,0,0,0,0,0,245,19653,125.9907,0,0,299,26021,0,0
7,2,1,16.98,2,9,1,1,0,0,0,0,0,0,0,0,9,474,2.5399,0,0,16,1182,0,0
8,1,1,23.93,3,5,2,1,0,0,0,0,0,0,0,0,108,15441,62.0384,0,0,75,9849,0,0
8,3,1,16.16,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2,20.78,3,9,1,1,0,0,0,0,0,0,0,0,8,399,2.8705,0,0,1,43,0,0
7,2,3,39.08,3,5,1,1,30,4075,32.3225,1851,8.2246,81,5437,0,35,4459,35.2255,12536,39.2347,255,34236,0,0
8,2,3,15.67,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
